,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
2476,Gabinete do Senador Luiz Carlos do Carmo,6360.78,CARGO EM COMISSÃO
2477,Escritório de Apoio 1 do Senador Jayme Campos,5958.35,CARGO EM COMISSÃO
2479,Gabinete da Senadora Leila Barros,4346.54,CARGO EM COMISSÃO
2480,Gabinete do Senador Elmano Férrer,5268.04,CARGO EM COMISSÃO
2481,Gabinete do Senador Elmano Férrer,-618.48,CARGO EM COMISSÃO
2482,Escritório de Apoio 1 do Senador Davi Alcolumbre,5215.91,CARGO EM COMISSÃO
2484,Gabinete do Senador Tasso Jereissati,5215.91,CARGO EM COMISSÃO
2485,Gabinete do Senador Izalci Lucas,5215.91,CARGO EM COMISSÃO
2487,Escritório de Apoio Senadora Maria do Carmo Alves,5229.65,CARGO EM COMISSÃO
2489,Gabinete do Senador Izalci Lucas,5215.91,CARGO EM COMISSÃO
2490,Gabinete do Senador Vanderlan Cardoso,5320.18,CARGO EM COMISSÃO
2491,Gabinete do Senador Paulo Paim,1402.94,CARGO EM COMISSÃO
2492,Gabinete do Senador Jorginho Mello,5268.04,CARGO EM COMISSÃO
2493,Gabinete do Senador Eduardo Girão,5268.04,CARGO EM COMISSÃO
2494,Gabinete do Senador Fernando Bezerra Coelho,5268.04,CARGO EM COMISSÃO
2495,Gabinete do Senador Randolfe Rodrigues,5424.46,CARGO EM COMISSÃO
2496,Gabinete do Senador Flávio Bolsonaro,5215.91,CARGO EM COMISSÃO
2498,Gabinete do Senador Angelo Coronel,5215.91,CARGO EM COMISSÃO
2500,Gabinete do Senador Izalci Lucas,5320.18,CARGO EM COMISSÃO
2501,Escritório de Apoio 1 do Senador Jayme Campos,5215.91,CARGO EM COMISSÃO
2503,Gabinete do Senador Fernando Collor,5268.04,CARGO EM COMISSÃO
2505,Gabinete do Senador Oriovisto Guimarães,5215.91,CARGO EM COMISSÃO
2506,Gabinete do Senador Omar Aziz,5372.32,CARGO EM COMISSÃO
2507,Escritório de Apoio da Senadora Kátia Abreu,5215.91,CARGO EM COMISSÃO
2508,Gabinete do Senador Nelsinho Trad,6479.72,CARGO EM COMISSÃO
2509,Gabinete da Senadora Rose de Freitas,5215.91,CARGO EM COMISSÃO
2510,Gabinete do Senador Vanderlan Cardoso,5229.65,CARGO EM COMISSÃO
2511,Gabinete da Senadora Leila Barros,5215.91,CARGO EM COMISSÃO
2512,Escritório de Apoio do Senador Flávio Arns,5215.91,CARGO EM COMISSÃO
2513,Gabinete do Senador Jean Paul Prates,5215.91,CARGO EM COMISSÃO
2514,Gabinete do Senador Flávio Arns,5320.18,CARGO EM COMISSÃO
2515,Gabinete do Senador Eduardo Braga,5268.04,CARGO EM COMISSÃO
2516,Gabinete do Senador Eduardo Braga,5320.18,CARGO EM COMISSÃO
2517,Gabinete do Senador Marcos do Val,5268.04,CARGO EM COMISSÃO
2518,Escritório de Apoio do Senador Humberto Costa,5268.04,CARGO EM COMISSÃO
2519,Gabinete do Senador Jaques Wagner,5215.91,CARGO EM COMISSÃO
2520,Escritório de Apoio do Senador Ciro Nogueira,5215.91,CARGO EM COMISSÃO
2522,Escritório de Apoio do Senador Paulo Paim,1799.08,CARGO EM COMISSÃO
2523,Gabinete do Senador Omar Aziz,6494.1,CARGO EM COMISSÃO
2524,Gabinete do Senador Esperidião Amin,5700.73,CARGO EM COMISSÃO
2528,Gabinete da Senadora Mara Gabrilli,4597.42,CARGO EM COMISSÃO
2529,Escritório de Apoio do Senador Eduardo Braga,5215.91,CARGO EM COMISSÃO
2531,Gabinete do Senador Humberto Costa,5281.79,CARGO EM COMISSÃO
2534,Gabinete do Senador Eduardo Gomes,5545.63,CARGO EM COMISSÃO
2536,Gabinete do Senador Jean Paul Prates,4899.32,CARGO EM COMISSÃO
2538,Gabinete do Senador Mecias de Jesus,5215.91,CARGO EM COMISSÃO
2539,Gabinete do Senador Jayme Campos,5215.91,CARGO EM COMISSÃO
2540,Gabinete do Senador Alessandro Vieira,5215.91,CARGO EM COMISSÃO
2541,Escritório de Apoio 1 do Senador Paulo Rocha,5215.91,CARGO EM COMISSÃO
2542,Gabinete do Senador Ciro Nogueira,5215.91,CARGO EM COMISSÃO
2543,Gabinete do Senador Wellington Fagundes,6598.38,CARGO EM COMISSÃO
2544,Gabinete do Senador Wellington Fagundes,5215.91,CARGO EM COMISSÃO
2546,Gabinete do Senador Roberto Rocha,5268.04,CARGO EM COMISSÃO
2547,Gabinete do Senador Roberto Rocha,5215.91,CARGO EM COMISSÃO
2548,Gabinete do Senador Romário,5215.91,CARGO EM COMISSÃO
2549,Gabinete do Senador Davi Alcolumbre,5215.91,CARGO EM COMISSÃO
2551,Gabinete do Senador Eduardo Girão,5215.91,CARGO EM COMISSÃO
2552,Gabinete do Senador Elmano Férrer,5215.91,CARGO EM COMISSÃO
2553,Gabinete do Senador Omar Aziz,3855.94,CARGO EM COMISSÃO
2554,Gabinete do Senador Roberto Rocha,5215.91,CARGO EM COMISSÃO
2555,Gabinete do Senador Omar Aziz,4595.2,CARGO EM COMISSÃO
2556,Escritório de Apoio 1 do Senador Telmário Mota,5215.91,CARGO EM COMISSÃO
2557,Gabinete do Senador Luis Carlos Heinze,5961.21,CARGO EM COMISSÃO
2558,Gabinete da Senadora Soraya Thronicke,5593.25,CARGO EM COMISSÃO
2559,Gabinete da Senadora Soraya Thronicke,781.4,CARGO EM COMISSÃO
2560,Gabinete da Senadora Rose de Freitas,6448.52,CARGO EM COMISSÃO
2563,Gabinete do Senador Roberto Rocha,5215.91,CARGO EM COMISSÃO
2564,Escritório de Apoio 1 do Senador Omar Aziz,5215.91,CARGO EM COMISSÃO
2566,Gabinete do Senador Wellington Fagundes,5900.07,CARGO EM COMISSÃO
2567,Gabinete do Senador Rogério Carvalho,3942.82,CARGO EM COMISSÃO
2570,Gabinete da Senadora Zenaide Maia,5268.04,CARGO EM COMISSÃO
2576,Gabinete do Senador Romário,5215.91,CARGO EM COMISSÃO
2577,Gabinete do Senador Omar Aziz,5215.91,CARGO EM COMISSÃO
2578,Escritório de Apoio 1 do Senador Omar Aziz,5215.91,CARGO EM COMISSÃO
2580,Gabinete do Senador Roberto Rocha,5320.18,CARGO EM COMISSÃO
2583,Gabinete do Senador Roberto Rocha,6506.17,CARGO EM COMISSÃO
2585,Gabinete do Senador Dário Berger,5215.91,CARGO EM COMISSÃO
2586,Escritório de Apoio do Senador Renan Calheiros,5215.91,CARGO EM COMISSÃO
2588,Gabinete do Senador Paulo Paim,5215.91,CARGO EM COMISSÃO
2590,Gabinete do Senador Jayme Campos,5320.18,CARGO EM COMISSÃO
2593,Escritório de Apoio do Senador Ciro Nogueira,5215.91,CARGO EM COMISSÃO
2594,Gabinete do Senador Elmano Férrer,5215.91,CARGO EM COMISSÃO
2595,Escritório de Apoio 1 do Senador Paulo Rocha,5215.91,CARGO EM COMISSÃO
2596,Escritório de Apoio do Senador Rodrigo Pacheco,5215.91,CARGO EM COMISSÃO
2597,Escritório de Apoio 2 Senador Luis Carlos Heinze,5215.91,CARGO EM COMISSÃO
2598,Escritório de Apoio do Senador Flávio Arns,5215.91,CARGO EM COMISSÃO
2599,Gabinete do Senador Chico Rodrigues,5424.46,CARGO EM COMISSÃO
2600,Escritório de Apoio 1 da Senadora Mara Gabrilli,5215.91,CARGO EM COMISSÃO
2601,Gabinete do Senador Mecias de Jesus,6783.85,CARGO EM COMISSÃO
2602,Gabinete do Senador Jaques Wagner,5058.12,CARGO EM COMISSÃO
2603,Escritório de Apoio 1 do Senador Rogério Carvalho,4512.44,CARGO EM COMISSÃO
2604,Escritório de Apoio 1 do Senador Jorginho Mello,5215.91,CARGO EM COMISSÃO
2605,Escritório de Apoio 1 do Senador Jorginho Mello,5320.18,CARGO EM COMISSÃO
2606,Escritório de Apoio nº 1 do Senador Irajá,5268.04,CARGO EM COMISSÃO
2607,Escritório de Apoio 1 da Senadora Zenaide Maia,5215.91,CARGO EM COMISSÃO
2608,Escritório de Apoio 1 do Senador Jean Paul Prates,5110.71,CARGO EM COMISSÃO
2609,Gabinete do Senador Chico Rodrigues,5455.3,CARGO EM COMISSÃO
2610,Escritório de Apoio 1 do Senador Marcos do Val,5886.39,CARGO EM COMISSÃO
2611,Gabinete do Senador Zequinha Marinho,5215.91,CARGO EM COMISSÃO
2612,Gabinete do Senador Fabiano Contarato,5215.91,CARGO EM COMISSÃO
2613,Escritório de Apoio 1 do Senador Marcos do Val,5215.91,CARGO EM COMISSÃO
2614,Escritório de Apoio 1 da Senadora Mara Gabrilli,5215.91,CARGO EM COMISSÃO
2615,Escritório de Apoio 1 da Senadora Mara Gabrilli,5215.91,CARGO EM COMISSÃO
2616,Gabinete do Senador Confúcio Moura,5181.92,CARGO EM COMISSÃO
2617,Escritório de Apoio 1 do Senador Marcos Rogério,5215.91,CARGO EM COMISSÃO
2618,Gabinete do Senador Jarbas Vasconcelos,5215.91,CARGO EM COMISSÃO
2619,Gabinete do Senador Flávio Arns,5215.91,CARGO EM COMISSÃO
2620,Escritório de Apoio 1 do Senador Chico Rodrigues,5215.91,CARGO EM COMISSÃO
2621,Gabinete do Senador Major Olimpio,5215.91,CARGO EM COMISSÃO
2622,Escritório de Apoio 1 do Senador Mecias de Jesus,5215.91,CARGO EM COMISSÃO
2623,Escritório de Apoio 1 do Senador Mecias de Jesus,5320.18,CARGO EM COMISSÃO
2624,Escritório de Apoio 1 da Senadora Zenaide Maia,5215.91,CARGO EM COMISSÃO
2625,Escritório de Apoio 1 do Senador Vanderlan Cardoso,5268.04,CARGO EM COMISSÃO
2626,Gabinete do Senador Luis Carlos Heinze,5215.91,CARGO EM COMISSÃO
2627,Escritório de Apoio 1 do Senador Marcos do Val,5321.11,CARGO EM COMISSÃO
2628,Escritório de Apoio 1 da Senadora Mara Gabrilli,5215.91,CARGO EM COMISSÃO
2629,Gabinete do Senador Weverton Rocha,5215.91,CARGO EM COMISSÃO
2630,Gabinete do Senador Izalci Lucas,5320.18,CARGO EM COMISSÃO
2631,Escritório de Apoio 1 da Senadora Eliziane Gama,5215.91,CARGO EM COMISSÃO
2632,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2633,Escritório de Apoio 1 da Senadora Zenaide Maia,5215.91,CARGO EM COMISSÃO
2634,Escritório de Apoio 1 do Senador Jayme Campos,5215.91,CARGO EM COMISSÃO
2636,Escritório de Apoio do Senador Izalci Lucas,5268.04,CARGO EM COMISSÃO
2637,Escritório de Apoio 1 do Senador Weverton Rocha,5215.91,CARGO EM COMISSÃO
2638,Escritório de Apoio 1 do Senador Major Olimpio,5215.91,CARGO EM COMISSÃO
2639,Escritório de Apoio 1 do Senador Fabiano Contarato,5320.18,CARGO EM COMISSÃO
2640,Gabinete do Senador Izalci Lucas,5268.04,CARGO EM COMISSÃO
2641,Escritório de Apoio 1 do Senador Alessandro Vieira,5215.91,CARGO EM COMISSÃO
2642,Escritório de Apoio 1 do Senador Alessandro Vieira,-618.49,CARGO EM COMISSÃO
2643,Escritório de Apoio 1 do Senador Chico Rodrigues,5215.91,CARGO EM COMISSÃO
2644,Escritório de Apoio 1 do Senador Jayme Campos,5215.91,CARGO EM COMISSÃO
2645,Escritório de Apoio 1 da Senadora Eliziane Gama,5215.91,CARGO EM COMISSÃO
2646,Escritório de Apoio 1 do Senador Alessandro Vieira,5215.91,CARGO EM COMISSÃO
2647,Escritório de Apoio 1 do Senador Major Olimpio,5320.18,CARGO EM COMISSÃO
2648,Gabinete do Senador Vanderlan Cardoso,5268.04,CARGO EM COMISSÃO
2649,Gabinete da Senadora Leila Barros,5320.18,CARGO EM COMISSÃO
2650,Escritório de Apoio do Senador Izalci Lucas,5215.91,CARGO EM COMISSÃO
2651,Escritório de Apoio do Senador Izalci Lucas,5268.04,CARGO EM COMISSÃO
2652,Gabinete do Senador Izalci Lucas,5320.18,CARGO EM COMISSÃO
2653,Gabinete do Senador Weverton Rocha,5268.04,CARGO EM COMISSÃO
2654,Gabinete do Senador Mecias de Jesus,5215.91,CARGO EM COMISSÃO
2655,Gabinete da Senadora Kátia Abreu,5268.04,CARGO EM COMISSÃO
2656,Escritório de Apoio 1 do Senador Lucas Barreto,5215.91,CARGO EM COMISSÃO
2657,Escritório de Apoio do Senador Rodrigo Pacheco,5268.04,CARGO EM COMISSÃO
2658,Gabinete da Senadora Daniella Ribeiro,5215.91,CARGO EM COMISSÃO
2659,Escritório de Apoio 1 do Senador Jorge Kajuru,5215.91,CARGO EM COMISSÃO
2660,Escritório de Apoio 1 Senador Luis Carlos Heinze,5090.26,CARGO EM COMISSÃO
2661,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2662,Escritório de Apoio 1 do Senador Nelsinho Trad,5215.91,CARGO EM COMISSÃO
2664,Escritório de Apoio 1 do Senador Mecias de Jesus,5268.04,CARGO EM COMISSÃO
2665,Gabinete do Senador Izalci Lucas,5215.91,CARGO EM COMISSÃO
2666,Escritório de Apoio do Senador Izalci Lucas,5320.18,CARGO EM COMISSÃO
2667,Escritório de Apoio do Senador Izalci Lucas,5268.04,CARGO EM COMISSÃO
2668,Escritório de Apoio do Senador Izalci Lucas,5964.34,CARGO EM COMISSÃO
2670,Gabinete do Senador Confúcio Moura,5215.91,CARGO EM COMISSÃO
2671,Gabinete do Senador Rodrigo Pacheco,5215.91,CARGO EM COMISSÃO
2672,Gabinete do Senador Jaques Wagner,5215.91,CARGO EM COMISSÃO
2675,Gabinete do Senador Izalci Lucas,5372.32,CARGO EM COMISSÃO
2676,Gabinete da Senadora Leila Barros,5268.04,CARGO EM COMISSÃO
2677,Escritório de Apoio 1 da Senadora Daniella Ribeiro,5215.91,CARGO EM COMISSÃO
2678,Escritório de Apoio da Senadora Kátia Abreu,5215.91,CARGO EM COMISSÃO
2682,Gabinete do Senador Izalci Lucas,5215.91,CARGO EM COMISSÃO
2683,Escritório de Apoio 1 do Senador Otto Alencar,5215.91,CARGO EM COMISSÃO
2684,Escritório de Apoio do Senador Rodrigo Pacheco,5268.04,CARGO EM COMISSÃO
2685,Gabinete do Senador Zequinha Marinho,5518.1,CARGO EM COMISSÃO
2686,Gabinete do Senador Marcelo Castro,5215.91,CARGO EM COMISSÃO
2687,Escritório de Apoio da Senadora Kátia Abreu,5215.91,CARGO EM COMISSÃO
2688,Gabinete do Senador Marcelo Castro,5215.91,CARGO EM COMISSÃO
2689,Gabinete do Senador Marcelo Castro,5215.91,CARGO EM COMISSÃO
2690,Gabinete do Senador Weverton Rocha,5215.91,CARGO EM COMISSÃO
2691,Escritório de Apoio 1 do Senador Nelsinho Trad,5215.91,CARGO EM COMISSÃO
2692,Escritório de Apoio 1 do Senador Marcos Rogério,5644.16,CARGO EM COMISSÃO
2693,Escritório de Apoio 1 do Senador Paulo Rocha,5215.91,CARGO EM COMISSÃO
2694,Escritório de Apoio do Senador Flávio Arns,5215.91,CARGO EM COMISSÃO
2695,Escritório de Apoio 1 do Senador Nelsinho Trad,5215.91,CARGO EM COMISSÃO
2696,Escritório de Apoio 1 da Senadora Mara Gabrilli,5215.91,CARGO EM COMISSÃO
2697,Gabinete do Senador Zequinha Marinho,5215.91,CARGO EM COMISSÃO
2698,Escritório de Apoio do Senador Eduardo Braga,5215.91,CARGO EM COMISSÃO
2699,Gabinete do Senador Izalci Lucas,5268.04,CARGO EM COMISSÃO
2700,Gabinete do Senador Izalci Lucas,3884.37,CARGO EM COMISSÃO
2701,Gabinete do Senador Izalci Lucas,3819.15,CARGO EM COMISSÃO
2702,Gabinete do Senador Esperidião Amin,5215.91,CARGO EM COMISSÃO
2704,Gabinete do Senador Confúcio Moura,3776.48,CARGO EM COMISSÃO
2705,Escritório de Apoio do Senador Rodrigo Pacheco,5268.04,CARGO EM COMISSÃO
2706,Gabinete do Senador Jorginho Mello,5215.91,CARGO EM COMISSÃO
2707,Escritório de Apoio nº 1 da Senadora Mailza Gomes,5215.91,CARGO EM COMISSÃO
2710,Escritório de Apoio 1 do Senador Marcos Rogério,5215.91,CARGO EM COMISSÃO
2711,Gabinete do Senador Marcelo Castro,5215.91,CARGO EM COMISSÃO
2712,Gabinete do Senador Marcelo Castro,5215.91,CARGO EM COMISSÃO
2713,Gabinete da Senadora Soraya Thronicke,5215.91,CARGO EM COMISSÃO
2715,Escritório de Apoio 1 do Senador Major Olimpio,5215.91,CARGO EM COMISSÃO
2716,Escritório de Apoio 1 do Senador Marcos Rogério,5215.91,CARGO EM COMISSÃO
2717,Escritório de Apoio nº 1 do Senador Eduardo Gomes,5215.91,CARGO EM COMISSÃO
2719,Escritório de Apoio 1 do Senador Marcos do Val,5320.18,CARGO EM COMISSÃO
2720,Escritório de Apoio do Senador Flávio Arns,5215.91,CARGO EM COMISSÃO
2721,Gabinete do Senador Chico Rodrigues,5268.04,CARGO EM COMISSÃO
2722,Escritório de Apoio 1 do Senador Esperidião Amin,5215.91,CARGO EM COMISSÃO
2723,Escritório de Apoio 1 da Senadora Daniella Ribeiro,5215.91,CARGO EM COMISSÃO
2724,Escritório de Apoio 1 da Senadora Daniella Ribeiro,5215.91,CARGO EM COMISSÃO
2725,Escritório de Apoio do Senador Eduardo Braga,5215.91,CARGO EM COMISSÃO
2728,Gabinete do Senador Veneziano Vital do Rêgo,5215.91,CARGO EM COMISSÃO
2730,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2731,Escritório de Apoio 1 do Senador Vanderlan Cardoso,5215.91,CARGO EM COMISSÃO
2733,Escritório de Apoio 1 do Senador Jorge Kajuru,5215.91,CARGO EM COMISSÃO
2734,Escritório de Apoio 1 do Senador Marcos Rogério,5215.91,CARGO EM COMISSÃO
2735,Escritório de Apoio 1 do Senador Rogério Carvalho,5268.04,CARGO EM COMISSÃO
2736,Escritório de Apoio 1 do Senador Carlos Fávaro,5215.91,CARGO EM COMISSÃO
2737,Escritório de Apoio nº 1 da Senadora Mailza Gomes,5215.91,CARGO EM COMISSÃO
2738,Escritório de Apoio do Senador Renan Calheiros,5215.91,CARGO EM COMISSÃO
2740,Escritório de Apoio da Senadora Kátia Abreu,5215.91,CARGO EM COMISSÃO
2741,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2743,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2744,Escritório de Apoio 1 do Senador Vanderlan Cardoso,5215.91,CARGO EM COMISSÃO
2745,Escritório de Apoio 1 Senador Luis Carlos Heinze,5215.91,CARGO EM COMISSÃO
2746,Escritório de Apoio 1 do Senador Major Olimpio,5215.91,CARGO EM COMISSÃO
2748,Escritório de Apoio 1 da Senadora Eliziane Gama,5320.18,CARGO EM COMISSÃO
2749,Escritório de Apoio 1 do Senador Mecias de Jesus,5268.04,CARGO EM COMISSÃO
2750,Escritório de Apoio 1 do Senador Mecias de Jesus,5215.91,CARGO EM COMISSÃO
2751,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2752,Escritório de Apoio 1 do Senador Jean Paul Prates,5168.61,CARGO EM COMISSÃO
2753,Escritório de Apoio 1 do Senador Fabiano Contarato,5215.91,CARGO EM COMISSÃO
2754,Escritório de Apoio 1 do Senador Carlos Viana,5215.91,CARGO EM COMISSÃO
2755,Escritório de Apoio nº1 do Senador Carlos Portinho,6022.78,CARGO EM COMISSÃO
2756,Escritório de Apoio 1 do Senador Jorginho Mello,5215.91,CARGO EM COMISSÃO
2757,Escritório de Apoio do Senador Renan Calheiros,6181.77,CARGO EM COMISSÃO
2758,Escritório de Apoio 1 do Senador Jorge Kajuru,5215.91,CARGO EM COMISSÃO
2762,Gabinete do Senador Luiz Carlos do Carmo,3797.76,CARGO EM COMISSÃO
2764,Escritório de Apoio nº 1 da Senadora Nilda Gondim,2699.59,CARGO EM COMISSÃO
2766,Escritório de Apoio 1 do Senador Jaques Wagner,3026.86,CARGO EM COMISSÃO
2767,Escritório de Apoio 1 da Senadora Daniella Ribeiro,2867.09,CARGO EM COMISSÃO
2768,Gabinete do Senador Luiz Carlos do Carmo,2699.59,CARGO EM COMISSÃO
2770,Escritório de Apoio 1 do Senador Davi Alcolumbre,1799.08,CARGO EM COMISSÃO
2772,Escritório de Apoio do Senador Rodrigo Pacheco,1601.03,CARGO EM COMISSÃO
2773,Escritório de Apoio 1 do Senador Davi Alcolumbre,1402.94,CARGO EM COMISSÃO
2775,Gabinete do Senador Flávio Bolsonaro,3684.17,CARGO EM COMISSÃO
2776,Gabinete do Senador Tasso Jereissati,3684.18,CARGO EM COMISSÃO
2779,Gabinete do Senador Mecias de Jesus,4553.53,CARGO EM COMISSÃO
2781,Escritório de Apoio do Senador Alvaro Dias,4553.53,CARGO EM COMISSÃO
2782,Escritório de Apoio Senadora Maria do Carmo Alves,4553.53,CARGO EM COMISSÃO
2784,Gabinete do Senador Jayme Campos,4914.34,CARGO EM COMISSÃO
2786,Gabinete do Senador Lucas Barreto,5563.48,CARGO EM COMISSÃO
2787,Escritório de Apoio do Senador Paulo Paim,4553.53,CARGO EM COMISSÃO
2788,Gabinete do Senador Mecias de Jesus,4553.53,CARGO EM COMISSÃO
2789,Gabinete do Senador Confúcio Moura,4605.68,CARGO EM COMISSÃO
2790,Gabinete do Senador Eduardo Gomes,4553.53,CARGO EM COMISSÃO
2793,Gabinete do Senador Otto Alencar,6185.15,CARGO EM COMISSÃO
2794,Escritório de Apoio do Senador Paulo Paim,4759.93,CARGO EM COMISSÃO
2798,Gabinete do Senador Roberto Rocha,4553.53,CARGO EM COMISSÃO
2800,Escritório de Apoio Senadora Maria do Carmo Alves,4553.53,CARGO EM COMISSÃO
2801,Gabinete do Senador Tasso Jereissati,4553.53,CARGO EM COMISSÃO
2802,Gabinete do Senador Humberto Costa,4605.68,CARGO EM COMISSÃO
2803,Gabinete do Senador Paulo Paim,4823.62,CARGO EM COMISSÃO
2806,Gabinete do Senador Otto Alencar,4864.61,CARGO EM COMISSÃO
2807,Gabinete do Senador Otto Alencar,738.31,CARGO EM COMISSÃO
2808,Gabinete do Senador Elmano Férrer,4657.81,CARGO EM COMISSÃO
2817,Gabinete da Senadora Soraya Thronicke,4657.81,CARGO EM COMISSÃO
2818,Gabinete do Senador Jayme Campos,4605.68,CARGO EM COMISSÃO
2819,Escritório de Apoio 1 do Senador Paulo Rocha,4553.53,CARGO EM COMISSÃO
2828,Escritório de Apoio do Senador Renan Calheiros,4605.68,CARGO EM COMISSÃO
2830,Gabinete do Senador Elmano Férrer,4553.53,CARGO EM COMISSÃO
2831,Escritório de Apoio do Senador Fernando Collor,4605.68,CARGO EM COMISSÃO
2832,Gabinete do Senador Lucas Barreto,4553.53,CARGO EM COMISSÃO
2833,Gabinete do Senador Alvaro Dias,4553.53,CARGO EM COMISSÃO
2834,Escritório de Apoio 1 do Senador Marcos Rogério,4553.53,CARGO EM COMISSÃO
2836,Gabinete do Senador Angelo Coronel,4605.68,CARGO EM COMISSÃO
2837,Gabinete do Senador Elmano Férrer,4657.81,CARGO EM COMISSÃO
2839,Gabinete do Senador Fernando Collor,4553.53,CARGO EM COMISSÃO
2840,Gabinete do Senador Chico Rodrigues,4553.53,CARGO EM COMISSÃO
2842,Escritório de Apoio do Senador Renan Calheiros,4553.53,CARGO EM COMISSÃO
2843,Gabinete do Senador Flávio Bolsonaro,4605.68,CARGO EM COMISSÃO
2844,Escritório de Apoio do Senador Renan Calheiros,4553.53,CARGO EM COMISSÃO
2855,Gabinete do Senador Jorginho Mello,4628.92,CARGO EM COMISSÃO
2862,Gabinete do Senador Nelsinho Trad,4553.53,CARGO EM COMISSÃO
2865,Gabinete do Senador Marcelo Castro,4702.36,CARGO EM COMISSÃO
2866,Gabinete do Senador Jaques Wagner,4907.53,CARGO EM COMISSÃO
2869,Gabinete do Senador Davi Alcolumbre,3792.05,CARGO EM COMISSÃO
2870,Gabinete do Senador Davi Alcolumbre,345.97,CARGO EM COMISSÃO
2871,Escritório de Apoio do Senador Ciro Nogueira,4553.53,CARGO EM COMISSÃO
2874,Gabinete do Senador Ciro Nogueira,4852.77,CARGO EM COMISSÃO
2876,Gabinete do Senador Flávio Bolsonaro,4605.68,CARGO EM COMISSÃO
2877,Gabinete do Senador Veneziano Vital do Rêgo,4553.53,CARGO EM COMISSÃO
2878,Gabinete do Senador Omar Aziz,4605.68,CARGO EM COMISSÃO
2879,Escritório de Apoio do Senador Sérgio Petecão,4553.53,CARGO EM COMISSÃO
2880,Escritório de Apoio do Senador Sérgio Petecão,4553.53,CARGO EM COMISSÃO
2881,Gabinete do Senador Veneziano Vital do Rêgo,4553.53,CARGO EM COMISSÃO
2884,Gabinete do Senador Humberto Costa,4553.53,CARGO EM COMISSÃO
2885,Gabinete do Senador Eduardo Braga,4553.53,CARGO EM COMISSÃO
2887,Gabinete do Senador Carlos Portinho,4964.55,CARGO EM COMISSÃO
2894,Gabinete do Senador Mecias de Jesus,5355.41,CARGO EM COMISSÃO
2895,Gabinete do Senador Marcos Rogério,4553.53,CARGO EM COMISSÃO
